estrategia,n_torneo,perdida,exploracion,puntaje_torneo,puntaje_acumulado,seed
A2C_LSTM,83,0.00020034858607687056,,0,[34210],1
A2C_LSTM,84,-9.589852561475709e-05,,0,[34485],1
A2C_LSTM,85,-4.740682561532594e-05,,0,[35320],1
A2C_LSTM,86,-6.808104080846533e-05,,0,[34744],1
A2C_LSTM,87,-0.0001319141883868724,,0,[34739],1
A2C_LSTM,88,-6.504983321065083e-05,,0,[34578],1
A2C_LSTM,89,-1.2358227650111075e-05,,0,[34764],1
A2C_LSTM,90,-5.200903979130089e-05,,0,[34765],1
A2C_LSTM,91,-1.593876731931232e-05,,0,[34612],1
A2C_LSTM,92,-0.00013416001456789672,,0,[34379],1
A2C_LSTM,93,-1.2120547580707353e-05,,0,[34954],1
A2C_LSTM,94,-1.2839916053053457e-05,,0,[35125],1
A2C_LSTM,95,-0.00025782809825614095,,0,[35163],1
A2C_LSTM,96,-3.070355887757614e-05,,0,[34694],1
A2C_LSTM,97,-7.083389846229693e-06,,0,[34725],1
A2C_LSTM,98,-4.1826278902590275e-05,,0,[34630],1
A2C_LSTM,99,10.113100051879883,,0,[35097],1
A2C_LSTM,100,-6.929453957127407e-05,,0,[33893],1
A2C_LSTM,1,-6.899705340401852e-07,,0,[34362],4
A2C_LSTM,2,-0.00010898656910285354,,0,[34677],4
A2C_LSTM,3,-0.0006184862577356398,,0,[34640],4
A2C_LSTM,4,-4.70274471808807e-06,,0,[34760],4
A2C_LSTM,5,-0.00018690194701775908,,0,[34903],4
A2C_LSTM,6,-4.599944531946676e-06,,0,[35115],4
A2C_LSTM,7,-0.00015879755665082484,,0,[34930],4
A2C_LSTM,8,0.0011497221421450377,,0,[34516],4
A2C_LSTM,9,-6.400168786058202e-07,,0,[34772],4
A2C_LSTM,10,-3.617473703343421e-05,,0,[34720],4
A2C_LSTM,11,0.00021200660557951778,,0,[34880],4
A2C_LSTM,12,-0.00017191116057801992,,0,[34572],4
